DEB [20210106-15:15:25.386] thr=1   paramiko.transport: starting thread (client mode): 0x46a16af0
DEB [20210106-15:16:16.013] thr=11  paramiko.transport: starting thread (client mode): 0x4748b1f0
DEB [20210106-15:16:16.014] thr=11  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:16:16.019] thr=11  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:16:16.019] thr=11  paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:16:16.025] thr=11  paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:16:16.025] thr=11  paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:16:16.026] thr=11  paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:16:16.026] thr=11  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:16:16.026] thr=11  paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:16:16.026] thr=11  paramiko.transport: Compression agreed: none
DEB [20210106-15:16:16.033] thr=11  paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:16:16.192] thr=11  paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:16:16.192] thr=11  paramiko.transport: Switch to new keys ...
DEB [20210106-15:16:16.193] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:16:16.226] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:16:16.234] thr=11  paramiko.transport: userauth is OK
INF [20210106-15:16:16.284] thr=11  paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:16:16.285] thr=11  paramiko.transport: userauth is OK
INF [20210106-15:16:18.104] thr=11  paramiko.transport: Authentication (password) failed.
DEB [20210106-15:16:21.112] thr=12  paramiko.transport: starting thread (client mode): 0x474907c0
DEB [20210106-15:16:21.113] thr=12  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
ERR [20210106-15:16:21.115] thr=12  paramiko.transport: Exception: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:21.119] thr=12  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:21.119] thr=12  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2211, in _check_banner
ERR [20210106-15:16:21.124] thr=12  paramiko.transport:     buf = self.packetizer.readline(timeout)
ERR [20210106-15:16:21.124] thr=12  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 380, in readline
ERR [20210106-15:16:21.125] thr=12  paramiko.transport:     buf += self._read_timeout(timeout)
ERR [20210106-15:16:21.125] thr=12  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 607, in _read_timeout
ERR [20210106-15:16:21.125] thr=12  paramiko.transport:     x = self.__socket.recv(128)
ERR [20210106-15:16:21.125] thr=12  paramiko.transport: ConnectionAbortedError: [WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:21.125] thr=12  paramiko.transport: 
ERR [20210106-15:16:21.125] thr=12  paramiko.transport: During handling of the above exception, another exception occurred:
ERR [20210106-15:16:21.125] thr=12  paramiko.transport: 
ERR [20210106-15:16:21.125] thr=12  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:21.125] thr=12  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2039, in run
ERR [20210106-15:16:21.125] thr=12  paramiko.transport:     self._check_banner()
ERR [20210106-15:16:21.125] thr=12  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2215, in _check_banner
ERR [20210106-15:16:21.125] thr=12  paramiko.transport:     raise SSHException(
ERR [20210106-15:16:21.125] thr=12  paramiko.transport: paramiko.ssh_exception.SSHException: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:21.125] thr=12  paramiko.transport: 
DEB [20210106-15:16:24.137] thr=13  paramiko.transport: starting thread (client mode): 0x4748b1c0
DEB [20210106-15:16:24.138] thr=13  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
ERR [20210106-15:16:24.140] thr=13  paramiko.transport: Exception: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:24.142] thr=13  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:24.142] thr=13  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2211, in _check_banner
ERR [20210106-15:16:24.142] thr=13  paramiko.transport:     buf = self.packetizer.readline(timeout)
ERR [20210106-15:16:24.142] thr=13  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 380, in readline
ERR [20210106-15:16:24.142] thr=13  paramiko.transport:     buf += self._read_timeout(timeout)
ERR [20210106-15:16:24.142] thr=13  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 607, in _read_timeout
ERR [20210106-15:16:24.142] thr=13  paramiko.transport:     x = self.__socket.recv(128)
ERR [20210106-15:16:24.142] thr=13  paramiko.transport: ConnectionAbortedError: [WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:24.142] thr=13  paramiko.transport: 
ERR [20210106-15:16:24.142] thr=13  paramiko.transport: During handling of the above exception, another exception occurred:
ERR [20210106-15:16:24.142] thr=13  paramiko.transport: 
ERR [20210106-15:16:24.146] thr=13  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:24.147] thr=13  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2039, in run
ERR [20210106-15:16:24.147] thr=13  paramiko.transport:     self._check_banner()
ERR [20210106-15:16:24.148] thr=13  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2215, in _check_banner
ERR [20210106-15:16:24.148] thr=13  paramiko.transport:     raise SSHException(
ERR [20210106-15:16:24.148] thr=13  paramiko.transport: paramiko.ssh_exception.SSHException: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:24.150] thr=13  paramiko.transport: 
DEB [20210106-15:16:27.156] thr=14  paramiko.transport: starting thread (client mode): 0x47490640
DEB [20210106-15:16:27.158] thr=14  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
ERR [20210106-15:16:27.159] thr=14  paramiko.transport: Exception: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:27.160] thr=14  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:27.160] thr=14  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2211, in _check_banner
ERR [20210106-15:16:27.160] thr=14  paramiko.transport:     buf = self.packetizer.readline(timeout)
ERR [20210106-15:16:27.160] thr=14  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 380, in readline
ERR [20210106-15:16:27.160] thr=14  paramiko.transport:     buf += self._read_timeout(timeout)
ERR [20210106-15:16:27.160] thr=14  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 607, in _read_timeout
ERR [20210106-15:16:27.160] thr=14  paramiko.transport:     x = self.__socket.recv(128)
ERR [20210106-15:16:27.160] thr=14  paramiko.transport: ConnectionAbortedError: [WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:27.160] thr=14  paramiko.transport: 
ERR [20210106-15:16:27.160] thr=14  paramiko.transport: During handling of the above exception, another exception occurred:
ERR [20210106-15:16:27.160] thr=14  paramiko.transport: 
ERR [20210106-15:16:27.160] thr=14  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:27.164] thr=14  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2039, in run
ERR [20210106-15:16:27.164] thr=14  paramiko.transport:     self._check_banner()
ERR [20210106-15:16:27.164] thr=14  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2215, in _check_banner
ERR [20210106-15:16:27.165] thr=14  paramiko.transport:     raise SSHException(
ERR [20210106-15:16:27.165] thr=14  paramiko.transport: paramiko.ssh_exception.SSHException: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:27.165] thr=14  paramiko.transport: 
DEB [20210106-15:16:30.169] thr=15  paramiko.transport: starting thread (client mode): 0x474904f0
DEB [20210106-15:16:30.169] thr=15  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
ERR [20210106-15:16:30.170] thr=15  paramiko.transport: Exception: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:30.170] thr=15  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:30.171] thr=15  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2211, in _check_banner
ERR [20210106-15:16:30.171] thr=15  paramiko.transport:     buf = self.packetizer.readline(timeout)
ERR [20210106-15:16:30.171] thr=15  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 380, in readline
ERR [20210106-15:16:30.171] thr=15  paramiko.transport:     buf += self._read_timeout(timeout)
ERR [20210106-15:16:30.171] thr=15  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 607, in _read_timeout
ERR [20210106-15:16:30.171] thr=15  paramiko.transport:     x = self.__socket.recv(128)
ERR [20210106-15:16:30.171] thr=15  paramiko.transport: ConnectionAbortedError: [WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:30.171] thr=15  paramiko.transport: 
ERR [20210106-15:16:30.171] thr=15  paramiko.transport: During handling of the above exception, another exception occurred:
ERR [20210106-15:16:30.171] thr=15  paramiko.transport: 
ERR [20210106-15:16:30.171] thr=15  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:30.171] thr=15  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2039, in run
ERR [20210106-15:16:30.171] thr=15  paramiko.transport:     self._check_banner()
ERR [20210106-15:16:30.171] thr=15  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2215, in _check_banner
ERR [20210106-15:16:30.173] thr=15  paramiko.transport:     raise SSHException(
ERR [20210106-15:16:30.173] thr=15  paramiko.transport: paramiko.ssh_exception.SSHException: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:30.173] thr=15  paramiko.transport: 
DEB [20210106-15:16:33.180] thr=16  paramiko.transport: starting thread (client mode): 0x474e50a0
DEB [20210106-15:16:33.180] thr=16  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
ERR [20210106-15:16:33.182] thr=16  paramiko.transport: Exception: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:33.183] thr=16  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:33.183] thr=16  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2211, in _check_banner
ERR [20210106-15:16:33.183] thr=16  paramiko.transport:     buf = self.packetizer.readline(timeout)
ERR [20210106-15:16:33.183] thr=16  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 380, in readline
ERR [20210106-15:16:33.183] thr=16  paramiko.transport:     buf += self._read_timeout(timeout)
ERR [20210106-15:16:33.183] thr=16  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 607, in _read_timeout
ERR [20210106-15:16:33.183] thr=16  paramiko.transport:     x = self.__socket.recv(128)
ERR [20210106-15:16:33.183] thr=16  paramiko.transport: ConnectionAbortedError: [WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:33.183] thr=16  paramiko.transport: 
ERR [20210106-15:16:33.183] thr=16  paramiko.transport: During handling of the above exception, another exception occurred:
ERR [20210106-15:16:33.187] thr=16  paramiko.transport: 
ERR [20210106-15:16:33.187] thr=16  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:33.187] thr=16  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2039, in run
ERR [20210106-15:16:33.187] thr=16  paramiko.transport:     self._check_banner()
ERR [20210106-15:16:33.188] thr=16  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2215, in _check_banner
ERR [20210106-15:16:33.188] thr=16  paramiko.transport:     raise SSHException(
ERR [20210106-15:16:33.188] thr=16  paramiko.transport: paramiko.ssh_exception.SSHException: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:33.188] thr=16  paramiko.transport: 
DEB [20210106-15:16:36.195] thr=17  paramiko.transport: starting thread (client mode): 0x474e58e0
DEB [20210106-15:16:36.195] thr=17  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
ERR [20210106-15:16:36.195] thr=17  paramiko.transport: Exception: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:36.200] thr=17  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:36.200] thr=17  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2211, in _check_banner
ERR [20210106-15:16:36.200] thr=17  paramiko.transport:     buf = self.packetizer.readline(timeout)
ERR [20210106-15:16:36.200] thr=17  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 380, in readline
ERR [20210106-15:16:36.200] thr=17  paramiko.transport:     buf += self._read_timeout(timeout)
ERR [20210106-15:16:36.201] thr=17  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\packet.py", line 607, in _read_timeout
ERR [20210106-15:16:36.201] thr=17  paramiko.transport:     x = self.__socket.recv(128)
ERR [20210106-15:16:36.201] thr=17  paramiko.transport: ConnectionAbortedError: [WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:36.201] thr=17  paramiko.transport: 
ERR [20210106-15:16:36.201] thr=17  paramiko.transport: During handling of the above exception, another exception occurred:
ERR [20210106-15:16:36.201] thr=17  paramiko.transport: 
ERR [20210106-15:16:36.201] thr=17  paramiko.transport: Traceback (most recent call last):
ERR [20210106-15:16:36.201] thr=17  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2039, in run
ERR [20210106-15:16:36.201] thr=17  paramiko.transport:     self._check_banner()
ERR [20210106-15:16:36.201] thr=17  paramiko.transport:   File "C:\ProgramData\Anaconda3\lib\site-packages\paramiko\transport.py", line 2215, in _check_banner
ERR [20210106-15:16:36.201] thr=17  paramiko.transport:     raise SSHException(
ERR [20210106-15:16:36.201] thr=17  paramiko.transport: paramiko.ssh_exception.SSHException: Error reading SSH protocol banner[WinError 10053] Se ha anulado una conexión establecida por el software en su equipo host
ERR [20210106-15:16:36.201] thr=17  paramiko.transport: 
DEB [20210106-15:16:36.205] thr=1   paramiko.transport: EOF in transport thread
DEB [20210106-15:16:36.206] thr=3   paramiko.transport: EOF in transport thread
DEB [20210106-15:16:36.208] thr=4   paramiko.transport: EOF in transport thread
DEB [20210106-15:16:36.210] thr=7   paramiko.transport: EOF in transport thread
DEB [20210106-15:16:36.211] thr=9   paramiko.transport: EOF in transport thread
DEB [20210106-15:16:36.212] thr=11  paramiko.transport: EOF in transport thread
DEB [20210106-15:17:49.347] thr=1   paramiko.transport: starting thread (client mode): 0xb1666af0
DEB [20210106-15:17:49.349] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:17:49.354] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:17:49.354] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:17:49.358] thr=1   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:17:49.359] thr=1   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:17:49.359] thr=1   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:17:49.359] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:17:49.360] thr=1   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:17:49.360] thr=1   paramiko.transport: Compression agreed: none
DEB [20210106-15:17:49.367] thr=1   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:17:49.478] thr=1   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:17:49.478] thr=1   paramiko.transport: Switch to new keys ...
DEB [20210106-15:17:49.479] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:17:49.526] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:17:49.528] thr=1   paramiko.transport: userauth is OK
INF [20210106-15:17:49.594] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:17:49.595] thr=1   paramiko.transport: userauth is OK
INF [20210106-15:17:51.320] thr=1   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:17:54.330] thr=3   paramiko.transport: starting thread (client mode): 0xb1b217f0
DEB [20210106-15:17:54.331] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:17:54.342] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:17:54.343] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:17:54.346] thr=3   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:17:54.347] thr=3   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:17:54.348] thr=3   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:17:54.349] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:17:54.350] thr=3   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:17:54.350] thr=3   paramiko.transport: Compression agreed: none
DEB [20210106-15:17:54.359] thr=3   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:17:54.512] thr=3   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:17:54.512] thr=3   paramiko.transport: Switch to new keys ...
DEB [20210106-15:17:54.512] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:17:54.548] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:17:54.557] thr=3   paramiko.transport: userauth is OK
INF [20210106-15:17:54.696] thr=3   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:17:54.698] thr=3   paramiko.transport: userauth is OK
INF [20210106-15:17:57.103] thr=3   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:18:00.116] thr=4   paramiko.transport: starting thread (client mode): 0xb1b2be50
DEB [20210106-15:18:00.117] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:18:00.117] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:18:00.117] thr=4   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:18:00.119] thr=4   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:18:00.120] thr=4   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:18:00.120] thr=4   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:18:00.120] thr=4   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:18:00.120] thr=4   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:18:00.120] thr=4   paramiko.transport: Compression agreed: none
DEB [20210106-15:18:00.169] thr=4   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:18:00.291] thr=4   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:18:00.291] thr=4   paramiko.transport: Switch to new keys ...
DEB [20210106-15:18:00.292] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:18:00.338] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:18:00.341] thr=4   paramiko.transport: userauth is OK
INF [20210106-15:18:00.632] thr=4   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:18:00.635] thr=4   paramiko.transport: userauth is OK
INF [20210106-15:18:02.870] thr=4   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:18:05.877] thr=5   paramiko.transport: starting thread (client mode): 0xb20c24f0
DEB [20210106-15:18:05.879] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:18:05.887] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:18:05.888] thr=5   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
